Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
0be48ed707ecb5ce49f8e0cafa14d81c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9858676090176446
0c01632691182055b7c80e4c9a3e7ade	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	0.912956142565481
0c1f77546cc9d6ee6c11f23e97c84361	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.7393621583669902
0c251171c44773360985213cb4f3c689	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	0.985716000701712
0c5b14a75556b8b2b14a3a2d13e8dc4e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9999990161285065
0c9911b58fe117bb7f74383cde8f97ff	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.9999908962907683
0cba23b6688faf301b0de9042b334870	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.8773286066984292
0ccad26a92803d1e883cc086aaf42df5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus	0.8032292187834255
0ce3116ec7b402edd0072952dce81d42	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8349558922818119
0cff28dae009309f35b41c86c4edaed5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.97055980016974
0d16ec89477ca8af826ee497d7ebd869	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9878163497214878
0d6793431420768fca2cfcafbc74174e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8750544495479652
0d683767e73adb954bff38faef0bd4f4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.8816474762013274
0d802bf9674694a06684b6ea191036a6	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.9999977883974522
